device_id,fleet_id,event_time,battery_level,speed_mps,status,error_code,location_zone,temperature_celsius
ROBOT-0004,FLEET-BOSTON-01,2026-03-21 08:08:00,43,0.0,IDLE,,ZONE-D,35.3
ROBOT-0004,FLEET-BOSTON-02,2026-03-21 20:22:00,18,0.0,CHARGING,,ZONE-E,18.4
ROBOT-0005,FLEET-BOSTON-02,2026-03-21 14:39:00,96,0.0,IDLE,,ZONE-A,34.6
ROBOT-0014,FLEET-BOSTON-01,2026-03-21 22:40:00,78,0.0,IDLE,,ZONE-A,32.1
ROBOT-0018,FLEET-SEATTLE-01,2026-03-21 17:19:00,72,0.0,ERROR,ERR_SENSOR,ZONE-E,18.5
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 08:39:00,15,0.0,CHARGING,,ZONE-A,27.6
ROBOT-0008,FLEET-SEATTLE-01,2026-03-21 22:25:00,49,2.2,ACTIVE,,ZONE-E,37.9
ROBOT-0012,FLEET-SEATTLE-01,2026-03-21 11:33:00,10,0.0,ERROR,ERR_MOTOR,ZONE-B,40.4
ROBOT-0006,FLEET-BOSTON-01,2026-03-21 02:09:00,71,0.0,CHARGING,,ZONE-D,19.0
ROBOT-0007,FLEET-BOSTON-01,2026-03-21 10:46:00,10,0.0,IDLE,,ZONE-C,31.9
ROBOT-0002,FLEET-SEATTLE-01,2026-03-21 06:31:00,42,0.0,CHARGING,,ZONE-C,27.6
ROBOT-0011,FLEET-BOSTON-02,2026-03-21 04:14:00,88,2.8,ACTIVE,,ZONE-D,42.0
ROBOT-0011,FLEET-BOSTON-01,2026-03-21 16:56:00,59,0.0,CHARGING,,ZONE-D,27.9
ROBOT-0014,FLEET-BOSTON-01,2026-03-21 14:41:00,98,0.0,ERROR,ERR_SENSOR,ZONE-E,44.9
ROBOT-0010,FLEET-BOSTON-02,2026-03-21 03:30:00,74,0.0,IDLE,,ZONE-A,26.9
ROBOT-0020,FLEET-SEATTLE-01,2026-03-21 14:32:00,62,0.0,ERROR,,ZONE-B,36.6
ROBOT-0012,FLEET-SEATTLE-01,2026-03-21 14:50:00,10,0.0,ERROR,,ZONE-C,35.3
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 17:30:00,14,2.8,ACTIVE,,ZONE-B,43.7
ROBOT-0015,FLEET-BOSTON-01,2026-03-21 04:18:00,82,0.0,IDLE,,ZONE-A,24.4
ROBOT-0019,FLEET-BOSTON-01,2026-03-21 20:39:00,54,0.0,ERROR,,ZONE-B,36.3
ROBOT-0003,FLEET-SEATTLE-01,2026-03-21 04:41:00,61,0.0,ERROR,,ZONE-E,27.9
ROBOT-0004,FLEET-BOSTON-01,2026-03-21 06:21:00,36,0.0,ERROR,,ZONE-D,32.0
ROBOT-0009,FLEET-SEATTLE-01,2026-03-21 15:13:00,38,0.75,ACTIVE,,ZONE-E,25.7
ROBOT-0004,FLEET-BOSTON-01,2026-03-21 02:31:00,35,0.0,CHARGING,,ZONE-D,22.7
ROBOT-0011,FLEET-SEATTLE-01,2026-03-21 11:51:00,21,0.0,CHARGING,,ZONE-A,32.8
ROBOT-0006,FLEET-BOSTON-02,2026-03-21 17:21:00,25,0.0,ERROR,,ZONE-B,21.3
ROBOT-0008,FLEET-BOSTON-02,2026-03-21 00:53:00,22,0.0,IDLE,,ZONE-C,33.0
ROBOT-0005,FLEET-SEATTLE-01,2026-03-21 02:56:00,75,0.0,ERROR,,ZONE-A,26.4
ROBOT-0014,FLEET-BOSTON-02,2026-03-21 19:37:00,77,0.0,CHARGING,,ZONE-A,21.4
ROBOT-0015,FLEET-SEATTLE-01,2026-03-21 17:39:00,62,0.0,ERROR,ERR_SENSOR,ZONE-C,21.5
ROBOT-0014,FLEET-SEATTLE-01,2026-03-21 01:53:00,21,0.0,IDLE,,ZONE-A,32.0
ROBOT-0011,FLEET-SEATTLE-01,2026-03-21 07:41:00,25,0.0,ERROR,ERR_MOTOR,ZONE-C,43.6
ROBOT-0007,FLEET-SEATTLE-01,2026-03-21 18:48:00,37,0.0,ERROR,ERR_SENSOR,ZONE-C,21.4
ROBOT-0003,FLEET-SEATTLE-01,2026-03-21 21:52:00,73,0.0,ERROR,,ZONE-B,34.0
ROBOT-0020,FLEET-SEATTLE-01,2026-03-21 20:39:00,26,0.0,IDLE,,ZONE-C,40.7
ROBOT-0003,FLEET-BOSTON-01,2026-03-21 21:53:00,8,2.7,ACTIVE,,ZONE-C,35.6
ROBOT-0001,FLEET-BOSTON-02,2026-03-21 21:24:00,89,0.0,CHARGING,,ZONE-E,25.8
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 15:28:00,36,0.0,ERROR,,ZONE-A,36.6
ROBOT-0014,FLEET-BOSTON-02,2026-03-21 15:51:00,61,0.0,IDLE,,ZONE-B,27.2
ROBOT-0011,FLEET-SEATTLE-01,2026-03-21 11:47:00,45,0.0,IDLE,,ZONE-D,21.5
ROBOT-0004,FLEET-BOSTON-02,2026-03-21 08:15:00,76,0.0,ERROR,,ZONE-D,21.3
ROBOT-0005,FLEET-BOSTON-01,2026-03-21 01:43:00,41,0.0,CHARGING,,ZONE-C,43.5
ROBOT-0006,FLEET-BOSTON-02,2026-03-21 19:43:00,41,0.0,CHARGING,,ZONE-C,23.1
ROBOT-0017,FLEET-BOSTON-02,2026-03-21 17:01:00,68,0.0,IDLE,,ZONE-C,31.4
ROBOT-0017,FLEET-BOSTON-02,2026-03-21 08:13:00,55,0.75,ACTIVE,,ZONE-C,19.3
ROBOT-0016,FLEET-BOSTON-02,2026-03-21 18:19:00,81,0.0,ERROR,,ZONE-A,40.9
ROBOT-0009,FLEET-SEATTLE-01,2026-03-21 12:29:00,27,0.0,CHARGING,,ZONE-D,27.9
ROBOT-0019,FLEET-SEATTLE-01,2026-03-21 06:38:00,16,0.0,CHARGING,,ZONE-C,32.9
ROBOT-0017,FLEET-BOSTON-02,2026-03-21 18:46:00,54,0.98,ACTIVE,,ZONE-E,36.4
ROBOT-0004,FLEET-BOSTON-02,2026-03-21 12:44:00,21,2.78,ACTIVE,,ZONE-C,33.1
ROBOT-0020,FLEET-SEATTLE-01,2026-03-21 13:42:00,30,0.0,ERROR,ERR_MOTOR,ZONE-E,19.1
ROBOT-0011,FLEET-BOSTON-02,2026-03-21 17:43:00,22,1.6,ACTIVE,,ZONE-E,42.1
ROBOT-0020,FLEET-BOSTON-02,2026-03-21 05:32:00,46,0.0,IDLE,,ZONE-D,44.7
ROBOT-0017,FLEET-SEATTLE-01,2026-03-21 18:10:00,48,0.0,ERROR,,ZONE-D,37.1
ROBOT-0012,FLEET-BOSTON-02,2026-03-21 22:59:00,7,0.0,ERROR,,ZONE-A,44.5
ROBOT-0016,FLEET-BOSTON-02,2026-03-21 22:22:00,81,0.0,ERROR,ERR_BATTERY,ZONE-E,33.6
ROBOT-0016,FLEET-BOSTON-01,2026-03-21 17:53:00,79,2.2,ACTIVE,,ZONE-E,38.9
ROBOT-0008,FLEET-BOSTON-01,2026-03-21 19:32:00,28,0.0,CHARGING,,ZONE-A,23.2
ROBOT-0014,FLEET-BOSTON-01,2026-03-21 14:05:00,50,0.0,CHARGING,,ZONE-B,29.1
ROBOT-0005,FLEET-SEATTLE-01,2026-03-21 07:04:00,17,0.0,CHARGING,,ZONE-E,26.8
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 05:54:00,77,0.0,CHARGING,,ZONE-D,42.6
ROBOT-0009,FLEET-SEATTLE-01,2026-03-21 16:31:00,50,0.0,ERROR,,ZONE-B,43.8
ROBOT-0008,FLEET-BOSTON-02,2026-03-21 09:51:00,43,0.0,ERROR,,ZONE-B,36.6
ROBOT-0016,FLEET-BOSTON-02,2026-03-21 19:07:00,50,0.0,CHARGING,,ZONE-C,25.8
ROBOT-0012,FLEET-BOSTON-01,2026-03-21 09:54:00,60,0.0,CHARGING,,ZONE-A,25.8
ROBOT-0015,FLEET-SEATTLE-01,2026-03-21 08:45:00,49,2.62,ACTIVE,,ZONE-B,23.5
ROBOT-0009,FLEET-BOSTON-01,2026-03-21 03:43:00,94,0.0,ERROR,,ZONE-E,38.0
ROBOT-0002,FLEET-SEATTLE-01,2026-03-21 18:07:00,36,0.0,IDLE,,ZONE-B,35.2
ROBOT-0014,FLEET-BOSTON-02,2026-03-21 16:07:00,17,0.35,ACTIVE,,ZONE-B,18.1
ROBOT-0016,FLEET-BOSTON-02,2026-03-21 22:12:00,57,0.0,IDLE,,ZONE-B,38.4
ROBOT-0002,FLEET-BOSTON-01,2026-03-21 22:15:00,41,0.0,ERROR,,ZONE-E,24.3
ROBOT-0014,FLEET-BOSTON-01,2026-03-21 01:14:00,27,3.49,ACTIVE,,ZONE-D,39.3
ROBOT-0010,FLEET-BOSTON-01,2026-03-21 00:18:00,100,0.0,IDLE,,ZONE-C,33.3
ROBOT-0010,FLEET-BOSTON-02,2026-03-21 21:53:00,47,1.9,ACTIVE,,ZONE-D,42.0
ROBOT-0015,FLEET-BOSTON-02,2026-03-21 06:34:00,69,0.0,IDLE,,ZONE-A,26.9
ROBOT-0009,FLEET-SEATTLE-01,2026-03-21 06:21:00,92,0.0,CHARGING,,ZONE-A,37.9
ROBOT-0007,FLEET-BOSTON-01,2026-03-21 20:51:00,91,0.0,ERROR,,ZONE-D,40.3
ROBOT-0004,FLEET-BOSTON-01,2026-03-21 04:47:00,56,0.0,ERROR,ERR_SENSOR,ZONE-D,26.7
ROBOT-0009,FLEET-BOSTON-02,2026-03-21 08:02:00,5,0.0,IDLE,,ZONE-D,38.4
ROBOT-0019,FLEET-BOSTON-01,2026-03-21 08:55:00,79,0.0,ERROR,,ZONE-C,36.7
ROBOT-0004,FLEET-BOSTON-02,2026-03-21 10:28:00,90,0.56,ACTIVE,,ZONE-E,42.9
ROBOT-0010,FLEET-BOSTON-02,2026-03-21 20:58:00,86,0.0,ERROR,ERR_SENSOR,ZONE-B,23.9
ROBOT-0005,FLEET-BOSTON-02,2026-03-21 20:40:00,66,0.0,IDLE,,ZONE-C,29.2
ROBOT-0007,FLEET-BOSTON-01,2026-03-21 23:13:00,78,0.0,CHARGING,,ZONE-E,41.6
ROBOT-0015,FLEET-SEATTLE-01,2026-03-21 12:20:00,72,0.27,ACTIVE,,ZONE-E,21.0
ROBOT-0018,FLEET-BOSTON-01,2026-03-21 05:36:00,78,0.0,IDLE,,ZONE-C,41.1
ROBOT-0007,FLEET-SEATTLE-01,2026-03-21 19:54:00,24,0.0,CHARGING,,ZONE-D,20.5
ROBOT-0015,FLEET-BOSTON-01,2026-03-21 17:31:00,17,0.0,CHARGING,,ZONE-D,30.3
ROBOT-0015,FLEET-SEATTLE-01,2026-03-21 10:31:00,76,2.53,ACTIVE,,ZONE-D,24.9
ROBOT-0007,FLEET-SEATTLE-01,2026-03-21 02:29:00,100,0.16,ACTIVE,,ZONE-C,36.9
ROBOT-0016,FLEET-BOSTON-01,2026-03-21 09:47:00,13,1.43,ACTIVE,,ZONE-B,38.7
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 12:53:00,57,0.0,CHARGING,,ZONE-D,20.2
ROBOT-0012,FLEET-BOSTON-01,2026-03-21 06:05:00,88,0.0,IDLE,,ZONE-E,28.6
ROBOT-0008,FLEET-BOSTON-01,2026-03-21 00:46:00,98,0.0,IDLE,,ZONE-C,30.5
ROBOT-0013,FLEET-BOSTON-01,2026-03-21 08:26:00,78,0.0,CHARGING,,ZONE-D,27.3
ROBOT-0004,FLEET-BOSTON-01,2026-03-21 22:32:00,97,0.0,ERROR,ERR_COMM,ZONE-D,34.6
ROBOT-0007,FLEET-BOSTON-01,2026-03-21 03:26:00,35,2.08,ACTIVE,,ZONE-D,34.1
ROBOT-0002,FLEET-BOSTON-02,2026-03-21 14:58:00,36,0.82,ACTIVE,,ZONE-B,38.4
ROBOT-0017,FLEET-BOSTON-02,2026-03-21 07:59:00,22,2.86,ACTIVE,,ZONE-E,26.6
ROBOT-0005,FLEET-SEATTLE-01,2026-03-21 17:47:00,43,0.0,ERROR,ERR_COMM,ZONE-B,29.2
ROBOT-0019,FLEET-SEATTLE-01,2026-03-21 05:58:00,76,0.0,ERROR,ERR_BATTERY,ZONE-D,33.0
ROBOT-0013,FLEET-SEATTLE-01,2026-03-21 10:52:00,49,2.44,ACTIVE,,ZONE-D,22.0
ROBOT-0018,FLEET-BOSTON-02,2026-03-21 08:13:00,33,0.0,CHARGING,,ZONE-B,26.1
ROBOT-0002,FLEET-SEATTLE-01,2026-03-21 14:05:00,64,0.0,IDLE,,ZONE-D,33.0
ROBOT-0008,FLEET-BOSTON-02,2026-03-21 06:56:00,54,0.0,IDLE,,ZONE-C,35.5
ROBOT-0003,FLEET-SEATTLE-01,2026-03-21 06:30:00,57,0.0,CHARGING,,ZONE-A,25.2
ROBOT-0007,FLEET-SEATTLE-01,2026-03-21 22:55:00,14,1.96,ACTIVE,,ZONE-D,23.6
ROBOT-0007,FLEET-BOSTON-01,2026-03-21 04:00:00,6,0.0,ERROR,,ZONE-D,42.7
ROBOT-0008,FLEET-SEATTLE-01,2026-03-21 10:58:00,55,0.0,IDLE,,ZONE-C,28.3
ROBOT-0012,FLEET-SEATTLE-01,2026-03-21 16:58:00,38,0.0,ERROR,,ZONE-D,20.7
ROBOT-0007,FLEET-BOSTON-02,2026-03-21 10:40:00,50,0.0,CHARGING,,ZONE-D,19.2
ROBOT-0005,FLEET-BOSTON-01,2026-03-21 08:54:00,99,0.0,IDLE,,ZONE-E,43.2
ROBOT-0005,FLEET-BOSTON-01,2026-03-21 11:15:00,47,0.0,CHARGING,,ZONE-B,28.3
ROBOT-0018,FLEET-SEATTLE-01,2026-03-21 23:22:00,68,0.0,IDLE,,ZONE-C,24.9
ROBOT-0016,FLEET-BOSTON-02,2026-03-21 05:44:00,92,0.0,CHARGING,,ZONE-C,22.6
ROBOT-0018,FLEET-SEATTLE-01,2026-03-21 02:00:00,33,0.0,CHARGING,,ZONE-E,18.9
ROBOT-0002,FLEET-BOSTON-01,2026-03-21 14:04:00,90,0.48,ACTIVE,,ZONE-B,19.8
ROBOT-0007,FLEET-SEATTLE-01,2026-03-21 15:33:00,6,0.0,IDLE,,ZONE-C,19.6
ROBOT-0016,FLEET-BOSTON-01,2026-03-21 00:13:00,94,0.0,CHARGING,,ZONE-E,32.9
ROBOT-0017,FLEET-SEATTLE-01,2026-03-21 09:22:00,7,1.88,ACTIVE,,ZONE-C,18.5
ROBOT-0004,FLEET-BOSTON-01,2026-03-21 17:53:00,32,0.0,CHARGING,,ZONE-B,24.5
ROBOT-0013,FLEET-BOSTON-01,2026-03-21 12:44:00,39,0.0,ERROR,,ZONE-D,30.4
ROBOT-0008,FLEET-BOSTON-02,2026-03-21 23:20:00,94,0.0,IDLE,,ZONE-A,35.7
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 12:52:00,16,1.93,ACTIVE,,ZONE-A,35.2
ROBOT-0016,FLEET-BOSTON-02,2026-03-21 22:00:00,15,0.0,IDLE,,ZONE-C,33.3
ROBOT-0002,FLEET-BOSTON-01,2026-03-21 07:12:00,72,3.15,ACTIVE,,ZONE-E,30.8
ROBOT-0009,FLEET-SEATTLE-01,2026-03-21 19:14:00,14,2.3,ACTIVE,,ZONE-B,43.1
ROBOT-0019,FLEET-BOSTON-01,2026-03-21 13:35:00,31,0.0,ERROR,ERR_BATTERY,ZONE-A,26.1
ROBOT-0013,FLEET-SEATTLE-01,2026-03-21 18:27:00,77,0.0,IDLE,,ZONE-C,28.4
ROBOT-0003,FLEET-SEATTLE-01,2026-03-21 11:48:00,93,0.0,IDLE,,ZONE-A,20.6
ROBOT-0011,FLEET-SEATTLE-01,2026-03-21 20:57:00,14,0.0,IDLE,,ZONE-E,28.7
ROBOT-0009,FLEET-BOSTON-02,2026-03-21 16:44:00,86,0.0,ERROR,ERR_BATTERY,ZONE-B,27.6
ROBOT-0006,FLEET-SEATTLE-01,2026-03-21 19:59:00,65,0.0,CHARGING,,ZONE-D,20.3
ROBOT-0003,FLEET-BOSTON-01,2026-03-21 09:08:00,96,0.0,ERROR,ERR_COMM,ZONE-B,28.3
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 12:18:00,99,0.0,IDLE,,ZONE-A,20.5
ROBOT-0009,FLEET-BOSTON-01,2026-03-21 04:31:00,51,0.0,ERROR,,ZONE-A,23.1
ROBOT-0018,FLEET-SEATTLE-01,2026-03-21 13:55:00,81,0.0,CHARGING,,ZONE-A,18.7
ROBOT-0020,FLEET-SEATTLE-01,2026-03-21 11:04:00,16,0.0,ERROR,,ZONE-D,18.3
ROBOT-0003,FLEET-SEATTLE-01,2026-03-21 19:05:00,59,0.0,CHARGING,,ZONE-B,33.4
ROBOT-0013,FLEET-BOSTON-01,2026-03-21 04:44:00,92,0.0,IDLE,,ZONE-C,26.1
ROBOT-0003,FLEET-BOSTON-01,2026-03-21 14:50:00,28,0.0,CHARGING,,ZONE-C,29.4
ROBOT-0012,FLEET-BOSTON-02,2026-03-21 08:25:00,19,0.0,CHARGING,,ZONE-D,34.0
ROBOT-0004,FLEET-BOSTON-01,2026-03-21 10:23:00,63,0.0,IDLE,,ZONE-A,43.6
ROBOT-0011,FLEET-BOSTON-02,2026-03-21 11:25:00,53,0.0,ERROR,,ZONE-D,40.0
ROBOT-0011,FLEET-SEATTLE-01,2026-03-21 23:43:00,43,0.0,IDLE,,ZONE-B,30.9
ROBOT-0011,FLEET-BOSTON-02,2026-03-21 23:43:00,55,0.0,IDLE,,ZONE-D,44.1
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 13:24:00,46,0.0,IDLE,,ZONE-C,21.1
ROBOT-0018,FLEET-BOSTON-01,2026-03-21 23:16:00,80,0.0,IDLE,,ZONE-E,18.7
ROBOT-0015,FLEET-BOSTON-02,2026-03-21 23:38:00,36,0.0,CHARGING,,ZONE-A,40.1
ROBOT-0005,FLEET-SEATTLE-01,2026-03-21 10:20:00,73,0.0,CHARGING,,ZONE-B,24.8
ROBOT-0014,FLEET-BOSTON-02,2026-03-21 02:31:00,96,0.0,IDLE,,ZONE-D,44.7
ROBOT-0013,FLEET-SEATTLE-01,2026-03-21 17:17:00,84,0.0,CHARGING,,ZONE-D,32.7
ROBOT-0003,FLEET-BOSTON-01,2026-03-21 08:28:00,81,0.0,ERROR,,ZONE-C,22.5
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 14:41:00,77,0.37,ACTIVE,,ZONE-A,25.0
ROBOT-0012,FLEET-BOSTON-02,2026-03-21 15:48:00,62,0.0,IDLE,,ZONE-E,36.6
ROBOT-0001,FLEET-BOSTON-02,2026-03-21 03:34:00,49,0.0,IDLE,,ZONE-C,29.2
ROBOT-0005,FLEET-BOSTON-02,2026-03-21 10:38:00,19,1.2,ACTIVE,,ZONE-B,32.1
ROBOT-0015,FLEET-SEATTLE-01,2026-03-21 23:46:00,17,0.0,ERROR,,ZONE-D,26.6
ROBOT-0004,FLEET-BOSTON-01,2026-03-21 11:42:00,95,0.0,ERROR,ERR_BATTERY,ZONE-A,36.3
ROBOT-0008,FLEET-SEATTLE-01,2026-03-21 05:57:00,99,0.0,IDLE,,ZONE-E,22.3
ROBOT-0008,FLEET-BOSTON-02,2026-03-21 21:29:00,69,0.0,CHARGING,,ZONE-B,23.0
ROBOT-0001,FLEET-SEATTLE-01,2026-03-21 20:57:00,60,0.0,CHARGING,,ZONE-B,30.1
ROBOT-0001,FLEET-SEATTLE-01,2026-03-21 07:19:00,59,0.0,CHARGING,,ZONE-B,25.5
ROBOT-0004,FLEET-SEATTLE-01,2026-03-21 06:22:00,78,1.28,ACTIVE,,ZONE-B,30.4
ROBOT-0011,FLEET-SEATTLE-01,2026-03-21 13:15:00,72,0.0,ERROR,,ZONE-E,28.6
ROBOT-0012,FLEET-BOSTON-02,2026-03-21 21:04:00,49,0.6,ACTIVE,,ZONE-C,42.8
ROBOT-0005,FLEET-BOSTON-02,2026-03-21 04:01:00,91,0.84,ACTIVE,,ZONE-A,22.9
ROBOT-0013,FLEET-BOSTON-02,2026-03-21 20:21:00,70,0.0,IDLE,,ZONE-B,33.5
ROBOT-0016,FLEET-SEATTLE-01,2026-03-21 18:20:00,33,0.0,CHARGING,,ZONE-B,33.0
ROBOT-0005,FLEET-BOSTON-01,2026-03-21 10:44:00,46,0.0,CHARGING,,ZONE-D,34.7
ROBOT-0005,FLEET-BOSTON-01,2026-03-21 13:06:00,67,0.0,ERROR,ERR_BATTERY,ZONE-E,31.6
ROBOT-0016,FLEET-BOSTON-02,2026-03-21 15:09:00,62,0.0,CHARGING,,ZONE-D,22.5
ROBOT-0010,FLEET-BOSTON-01,2026-03-21 09:22:00,33,0.79,ACTIVE,,ZONE-C,22.5
ROBOT-0016,FLEET-SEATTLE-01,2026-03-21 17:26:00,82,0.0,CHARGING,,ZONE-A,33.5
